-0.695,-0.15
-0.695,-0.135
-0.695,-0.12
-0.695,-0.105
-0.695,-0.09
-0.695,-0.075
-0.695,-0.06
-0.695,-0.045
-0.695,-0.03
-0.695,-0.015
-0.695,0
-0.695,0.015
-0.695,0.03
-0.695,0.045
-0.695,0.06
-0.695,0.075
-0.695,0.09
-0.695,0.105
-0.695,0.12
-0.695,0.135
-0.695,0.15
-0.695,0.165
-0.695,0.18
-0.695,0.195
-0.695,0.21
-0.695,0.225
-0.695,0.24
-0.695,0.255
-0.695,0.285
-0.68,-0.345
-0.68,-0.33
-0.68,-0.3
-0.68,-0.285
-0.68,-0.27
-0.68,-0.255
-0.68,-0.24
-0.68,-0.225
-0.68,-0.21
-0.68,-0.195
-0.68,-0.18
-0.68,-0.165
-0.68,-0.15
-0.68,-0.135
-0.68,-0.12
-0.68,-0.105
-0.68,-0.09
-0.68,-0.075
-0.68,-0.06
-0.68,-0.045
-0.68,-0.03
-0.68,-0.015
-0.68,0
-0.68,0.015
-0.68,0.03
-0.68,0.045
-0.68,0.06
-0.68,0.075
-0.68,0.09
-0.68,0.105
-0.68,0.12
-0.68,0.135
-0.68,0.15
-0.68,0.165
-0.68,0.18
-0.68,0.195
-0.68,0.21
-0.68,0.225
-0.68,0.24
-0.68,0.255
-0.68,0.27
-0.68,0.285
-0.68,0.3
-0.68,0.33
-0.68,0.345
-0.665,-0.345
-0.665,-0.33
-0.665,-0.315
-0.665,-0.3
-0.665,-0.285
-0.665,-0.27
-0.665,-0.255
-0.665,-0.24
-0.665,-0.225
-0.665,-0.21
-0.665,-0.195
-0.665,-0.18
-0.665,-0.165
-0.665,-0.15
-0.665,-0.135
-0.665,-0.12
-0.665,-0.105
-0.665,-0.09
-0.665,-0.075
-0.665,-0.06
-0.665,-0.045
-0.665,-0.03
-0.665,-0.015
-0.665,0
-0.665,0.015
-0.665,0.03
-0.665,0.045
-0.665,0.06
-0.665,0.075
-0.665,0.09
-0.665,0.105
-0.665,0.12
-0.665,0.135
-0.665,0.15
-0.665,0.165
-0.665,0.18
-0.665,0.195
-0.665,0.21
-0.665,0.225
-0.665,0.24
-0.665,0.255
-0.665,0.27
-0.665,0.285
-0.665,0.3
-0.665,0.315
-0.665,0.33
-0.665,0.345
-0.65,-0.345
-0.65,-0.33
-0.65,-0.315
-0.65,-0.3
-0.65,-0.285
-0.65,-0.27
-0.65,-0.255
-0.65,-0.24
-0.65,-0.225
-0.65,-0.21
-0.65,-0.195
-0.65,-0.18
-0.65,-0.165
-0.65,-0.15
-0.65,-0.135
-0.65,-0.12
-0.65,-0.105
-0.65,-0.09
-0.65,-0.075
-0.65,-0.06
-0.65,-0.045
-0.65,-0.03
-0.65,-0.015
-0.65,0
-0.65,0.015
-0.65,0.03
-0.65,0.045
-0.65,0.06
-0.65,0.075
-0.65,0.09
-0.65,0.105
-0.65,0.12
-0.65,0.135
-0.65,0.15
-0.65,0.165
-0.65,0.18
-0.65,0.195
-0.65,0.21
-0.65,0.225
-0.65,0.24
-0.65,0.255
-0.65,0.27
-0.65,0.285
-0.65,0.3
-0.65,0.315
-0.65,0.33
-0.65,0.345
-0.635,-0.435
-0.635,-0.42
-0.635,-0.36
-0.635,-0.345
-0.635,-0.33
-0.635,-0.315
-0.635,-0.3
-0.635,-0.285
-0.635,-0.27
-0.635,-0.255
-0.635,-0.24
-0.635,-0.225
-0.635,-0.21
-0.635,-0.195
-0.635,-0.18
-0.635,-0.165
-0.635,-0.15
-0.635,-0.135
-0.635,-0.12
-0.635,-0.105
-0.635,-0.09
-0.635,-0.075
-0.635,-0.06
-0.635,-0.045
-0.635,-0.03
-0.635,-0.015
-0.635,0
-0.635,0.015
-0.635,0.03
-0.635,0.045
-0.635,0.06
-0.635,0.075
-0.635,0.09
-0.635,0.105
-0.635,0.12
-0.635,0.135
-0.635,0.15
-0.635,0.165
-0.635,0.18
-0.635,0.195
-0.635,0.21
-0.635,0.225
-0.635,0.24
-0.635,0.255
-0.635,0.27
-0.635,0.285
-0.635,0.3
-0.635,0.315
-0.635,0.33
-0.635,0.345
-0.635,0.36
-0.635,0.42
-0.635,0.435
-0.62,-0.45
-0.62,-0.435
-0.62,-0.42
-0.62,-0.405
-0.62,-0.39
-0.62,-0.375
-0.62,-0.36
-0.62,-0.345
-0.62,-0.33
-0.62,-0.315
-0.62,-0.3
-0.62,-0.285
-0.62,-0.27
-0.62,-0.255
-0.62,-0.24
-0.62,-0.225
-0.62,-0.21
-0.62,-0.195
-0.62,-0.18
-0.62,-0.165
-0.62,-0.15
-0.62,-0.135
-0.62,-0.12
-0.62,-0.105
-0.62,-0.09
-0.62,-0.075
-0.62,-0.06
-0.62,-0.045
-0.62,-0.03
-0.62,-0.015
-0.62,0
-0.62,0.015
-0.62,0.03
-0.62,0.045
-0.62,0.06
-0.62,0.075
-0.62,0.09
-0.62,0.105
-0.62,0.12
-0.62,0.135
-0.62,0.15
-0.62,0.165
-0.62,0.18
-0.62,0.195
-0.62,0.21
-0.62,0.225
-0.62,0.24
-0.62,0.255
-0.62,0.27
-0.62,0.285
-0.62,0.3
-0.62,0.315
-0.62,0.33
-0.62,0.345
-0.62,0.36
-0.62,0.375
-0.62,0.39
-0.62,0.405
-0.62,0.42
-0.62,0.435
-0.62,0.45
-0.605,-0.435
-0.605,-0.42
-0.605,-0.405
-0.605,-0.39
-0.605,-0.375
-0.605,-0.36
-0.605,-0.345
-0.605,-0.33
-0.605,-0.315
-0.605,-0.3
-0.605,-0.285
-0.605,-0.27
-0.605,-0.255
-0.605,-0.24
-0.605,-0.225
-0.605,-0.21
-0.605,-0.195
-0.605,-0.18
-0.605,-0.165
-0.605,-0.15
-0.605,-0.135
-0.605,-0.12
-0.605,-0.105
-0.605,-0.09
-0.605,-0.075
-0.605,-0.06
-0.605,-0.045
-0.605,-0.03
-0.605,-0.015
-0.605,0
-0.605,0.015
-0.605,0.03
-0.605,0.045
-0.605,0.06
-0.605,0.075
-0.605,0.09
-0.605,0.105
-0.605,0.12
-0.605,0.135
-0.605,0.15
-0.605,0.165
-0.605,0.18
-0.605,0.195
-0.605,0.21
-0.605,0.225
-0.605,0.24
-0.605,0.255
-0.605,0.27
-0.605,0.285
-0.605,0.3
-0.605,0.315
-0.605,0.33
-0.605,0.345
-0.605,0.36
-0.605,0.375
-0.605,0.39
-0.605,0.405
-0.605,0.42
-0.605,0.435
-0.59,-0.42
-0.59,-0.405
-0.59,-0.39
-0.59,-0.375
-0.59,-0.36
-0.59,-0.345
-0.59,-0.33
-0.59,-0.315
-0.59,-0.3
-0.59,-0.285
-0.59,-0.27
-0.59,-0.255
-0.59,-0.24
-0.59,-0.225
-0.59,-0.21
-0.59,-0.195
-0.59,-0.18
-0.59,-0.165
-0.59,-0.15
-0.59,-0.135
-0.59,-0.12
-0.59,-0.105
-0.59,-0.09
-0.59,-0.075
-0.59,-0.06
-0.59,-0.045
-0.59,-0.03
-0.59,-0.015
-0.59,0
-0.59,0.015
-0.59,0.03
-0.59,0.045
-0.59,0.06
-0.59,0.075
-0.59,0.09
-0.59,0.105
-0.59,0.12
-0.59,0.135
-0.59,0.15
-0.59,0.165
-0.59,0.18
-0.59,0.195
-0.59,0.21
-0.59,0.225
-0.59,0.24
-0.59,0.255
-0.59,0.27
-0.59,0.285
-0.59,0.3
-0.59,0.315
-0.59,0.33
-0.59,0.345
-0.59,0.36
-0.59,0.375
-0.59,0.39
-0.59,0.405
-0.59,0.42
-0.575,-0.435
-0.575,-0.42
-0.575,-0.405
-0.575,-0.39
-0.575,-0.375
-0.575,-0.36
-0.575,-0.345
-0.575,-0.33
-0.575,-0.315
-0.575,-0.3
-0.575,-0.285
-0.575,-0.27
-0.575,-0.255
-0.575,-0.24
